date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:25:03	390143/390143	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Mar%202026%2015:50:39%20GMT	https://fonts.gstatic.com/s/e/notoemoji/latest/1f44b_1f3fc/512.gif	C:/Users/Admin/OneDrive/Desktop/Masters%20Class%20Shedul/personal/fonts.gstatic.com/s/e/notoemoji/latest/1f44b_1f3fc/512.gif	(from https://tanshcreative.com/mellow-st-demo/home-2.html)
10:25:03	4397/4397	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Apr%202026%2006:40:02%20GMT	https://tanshcreative.com/mellow-st-demo/assets/images/logo-symbol.png	C:/Users/Admin/OneDrive/Desktop/Masters%20Class%20Shedul/personal/tanshcreative.com/mellow-st-demo/assets/images/logo-symbol.png	(from https://tanshcreative.com/mellow-st-demo/home-2.html)
10:25:03	78748/78748	---M--	200	added ('OK')	text/javascript	date:Mon,%2023%20Mar%202026%2023:35:06%20GMT	https://tanshcreative.com/mellow-st-demo/assets/js/jquery.min.js	C:/Users/Admin/OneDrive/Desktop/Masters%20Class%20Shedul/personal/tanshcreative.com/mellow-st-demo/assets/js/jquery.min.js	(from https://tanshcreative.com/mellow-st-demo/home-2.html)
10:25:04	80496/80496	---M--	200	added ('OK')	text/javascript	date:Tue,%2026%20Aug%202025%2012:20:46%20GMT	https://tanshcreative.com/mellow-st-demo/assets/js/bootstrap.bundle.min.js	C:/Users/Admin/OneDrive/Desktop/Masters%20Class%20Shedul/personal/tanshcreative.com/mellow-st-demo/assets/js/bootstrap.bundle.min.js	(from https://tanshcreative.com/mellow-st-demo/home-2.html)
10:25:04	155178/155178	---M--	200	added ('OK')	text/javascript	date:Tue,%2024%20Mar%202026%2005:21:26%20GMT	https://tanshcreative.com/mellow-st-demo/assets/js/swiper-bundle.min.js	C:/Users/Admin/OneDrive/Desktop/Masters%20Class%20Shedul/personal/tanshcreative.com/mellow-st-demo/assets/js/swiper-bundle.min.js	(from https://tanshcreative.com/mellow-st-demo/home-2.html)
10:25:04	5485/5485	---M--	200	added ('OK')	text/javascript	date:Sat,%2004%20Apr%202026%2000:40:44%20GMT	https://tanshcreative.com/mellow-st-demo/assets/js/imagesloaded.pkgd.min.js	C:/Users/Admin/OneDrive/Desktop/Masters%20Class%20Shedul/personal/tanshcreative.com/mellow-st-demo/assets/js/imagesloaded.pkgd.min.js	(from https://tanshcreative.com/mellow-st-demo/home-2.html)
10:25:05	35445/35445	---M--	200	added ('OK')	text/javascript	date:Sat,%2004%20Apr%202026%2000:34:36%20GMT	https://tanshcreative.com/mellow-st-demo/assets/js/isotope.pkgd.min.js	C:/Users/Admin/OneDrive/Desktop/Masters%20Class%20Shedul/personal/tanshcreative.com/mellow-st-demo/assets/js/isotope.pkgd.min.js	(from https://tanshcreative.com/mellow-st-demo/home-2.html)
10:25:06	25308/25308	---M--	200	added ('OK')	text/javascript	date:Sat,%2004%20Apr%202026%2020:16:04%20GMT	https://tanshcreative.com/mellow-st-demo/assets/js/jquery.validate.min.js	C:/Users/Admin/OneDrive/Desktop/Masters%20Class%20Shedul/personal/tanshcreative.com/mellow-st-demo/assets/js/jquery.validate.min.js	(from https://tanshcreative.com/mellow-st-demo/home-2.html)
10:25:11	14998/14998	---M--	200	added ('OK')	text/javascript	date:Sat,%2025%20Apr%202026%2003:38:28%20GMT	https://tanshcreative.com/mellow-st-demo/assets/js/custom.js	C:/Users/Admin/OneDrive/Desktop/Masters%20Class%20Shedul/personal/tanshcreative.com/mellow-st-demo/assets/js/custom.js	(from https://tanshcreative.com/mellow-st-demo/home-2.html)
10:25:13	39028/39028	---M--	200	added ('OK')	font/ttf	date:Thu,%2015%20Aug%202024%2005:32:08%20GMT	https://tanshcreative.com/mellow-st-demo/assets/fonts/icomoon.ttf	C:/Users/Admin/OneDrive/Desktop/Masters%20Class%20Shedul/personal/tanshcreative.com/mellow-st-demo/assets/fonts/icomoon.ttf	(from https://tanshcreative.com/mellow-st-demo/assets/fonts/iconfont.css)
10:25:14	39104/39104	---M--	200	added ('OK')	font/woff	date:Thu,%2015%20Aug%202024%2005:32:08%20GMT	https://tanshcreative.com/mellow-st-demo/assets/fonts/icomoon.woff	C:/Users/Admin/OneDrive/Desktop/Masters%20Class%20Shedul/personal/tanshcreative.com/mellow-st-demo/assets/fonts/icomoon.woff	(from https://tanshcreative.com/mellow-st-demo/assets/fonts/iconfont.css)
10:25:15	121945/121945	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2015%20Aug%202024%2005:32:08%20GMT	https://tanshcreative.com/mellow-st-demo/assets/fonts/icomoon.svg?qgu4gw	C:/Users/Admin/OneDrive/Desktop/Masters%20Class%20Shedul/personal/tanshcreative.com/mellow-st-demo/assets/fonts/icomoon683a.svg	(from https://tanshcreative.com/mellow-st-demo/assets/fonts/iconfont.css)
10:25:15	66902/66902	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Jun%202026%2006:58:07%20GMT	https://tanshcreative.com/mellow-st-demo/index.html	C:/Users/Admin/OneDrive/Desktop/Masters%20Class%20Shedul/personal/tanshcreative.com/mellow-st-demo/index.html	(from https://tanshcreative.com/mellow-st-demo/about.html)
10:25:15	2430/2430	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Apr%202026%2005:19:18%20GMT	https://tanshcreative.com/mellow-st-demo/assets/images/comp-3.png	C:/Users/Admin/OneDrive/Desktop/Masters%20Class%20Shedul/personal/tanshcreative.com/mellow-st-demo/assets/images/comp-3.png	(from https://tanshcreative.com/mellow-st-demo/about.html)
10:25:16	2714/2714	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Apr%202026%2005:26:52%20GMT	https://tanshcreative.com/mellow-st-demo/assets/images/alma-3.png	C:/Users/Admin/OneDrive/Desktop/Masters%20Class%20Shedul/personal/tanshcreative.com/mellow-st-demo/assets/images/alma-3.png	(from https://tanshcreative.com/mellow-st-demo/about.html)
10:25:16	3489/3489	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Apr%202026%2005:26:22%20GMT	https://tanshcreative.com/mellow-st-demo/assets/images/alma-1.png	C:/Users/Admin/OneDrive/Desktop/Masters%20Class%20Shedul/personal/tanshcreative.com/mellow-st-demo/assets/images/alma-1.png	(from https://tanshcreative.com/mellow-st-demo/about.html)
10:25:22	844/844	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Apr%202026%2003:34:20%20GMT	https://tanshcreative.com/mellow-st-demo/assets/images/arrow.png	C:/Users/Admin/OneDrive/Desktop/Masters%20Class%20Shedul/personal/tanshcreative.com/mellow-st-demo/assets/images/arrow.png	(from https://tanshcreative.com/mellow-st-demo/index.html)
10:25:22	3400/3400	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Apr%202026%2004:23:46%20GMT	https://tanshcreative.com/mellow-st-demo/assets/images/client-1.png	C:/Users/Admin/OneDrive/Desktop/Masters%20Class%20Shedul/personal/tanshcreative.com/mellow-st-demo/assets/images/client-1.png	(from https://tanshcreative.com/mellow-st-demo/index.html)
10:25:22	1431/1431	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Apr%202026%2004:24:04%20GMT	https://tanshcreative.com/mellow-st-demo/assets/images/client-2.png	C:/Users/Admin/OneDrive/Desktop/Masters%20Class%20Shedul/personal/tanshcreative.com/mellow-st-demo/assets/images/client-2.png	(from https://tanshcreative.com/mellow-st-demo/index.html)
10:25:23	3195/3195	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Apr%202026%2004:24:40%20GMT	https://tanshcreative.com/mellow-st-demo/assets/images/client-3.png	C:/Users/Admin/OneDrive/Desktop/Masters%20Class%20Shedul/personal/tanshcreative.com/mellow-st-demo/assets/images/client-3.png	(from https://tanshcreative.com/mellow-st-demo/index.html)
10:25:23	1694/1694	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Apr%202026%2004:23:30%20GMT	https://tanshcreative.com/mellow-st-demo/assets/images/client-4.png	C:/Users/Admin/OneDrive/Desktop/Masters%20Class%20Shedul/personal/tanshcreative.com/mellow-st-demo/assets/images/client-4.png	(from https://tanshcreative.com/mellow-st-demo/index.html)
10:25:23	2464/2464	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Apr%202026%2004:20:34%20GMT	https://tanshcreative.com/mellow-st-demo/assets/images/client-5.png	C:/Users/Admin/OneDrive/Desktop/Masters%20Class%20Shedul/personal/tanshcreative.com/mellow-st-demo/assets/images/client-5.png	(from https://tanshcreative.com/mellow-st-demo/index.html)
